Etoposide+Etoposide+1
AUY922+SAHA+5
Gemcitabine+SAHA+6
AUY922+SAHA+6
Gemcitabine+DMSO+1
AUY922+DMSO+1
Gemcitabine+DMSO+2
AUY922+DMSO+2
Gemcitabine+DMSO+3
AUY922+DMSO+3
Gemcitabine+DMSO+4
AUY922+DMSO+4
Gemcitabine+DMSO+5
AUY922+DMSO+5
Gemcitabine+DMSO+6
AUY922+DMSO+6
Vinblastine+SAHA+1
PS341+SAHA+1
Vinblastine+SAHA+2
PS341+SAHA+2
Vinblastine+SAHA+3
PS341+SAHA+3
Vinblastine+SAHA+4
PS341+SAHA+4
Vinblastine+SAHA+5
PS341+SAHA+5
Vinblastine+SAHA+6
PS341+SAHA+6
Vinblastine+DMSO+1
PS341+DMSO+1
Vinblastine+DMSO+2
PS341+DMSO+2
Vinblastine+DMSO+3
PS341+DMSO+3
Vinblastine+DMSO+4
PS341+DMSO+4
Vinblastine+DMSO+5
PS341+DMSO+5
Vinblastine+DMSO+6
PS341+DMSO+6
DMSO+DMSO+1
DMSO+DMSO+1
DMSO+DMSO+2
DMSO+DMSO+2
DMSO+DMSO+3
DMSO+DMSO+3
DMSO+DMSO+4
DMSO+DMSO+4
DMSO+DMSO+5
DMSO+DMSO+5
DMSO+DMSO+6
DMSO+DMSO+6
DMSO+DMSO+1
DMSO+DMSO+1
DMSO+DMSO+2
DMSO+DMSO+2
DMSO+DMSO+3
DMSO+DMSO+3
DMSO+DMSO+4
DMSO+DMSO+4
DMSO+DMSO+5
DMSO+DMSO+5
DMSO+DMSO+6
DMSO+DMSO+6
Etoposide+17AAG+1
17AAG+17AAG+1
Etoposide+17AAG+2
17AAG+17AAG+2
Etoposide+17AAG+3
17AAG+17AAG+3
Etoposide+17AAG+4
17AAG+17AAG+4
Etoposide+17AAG+5
17AAG+17AAG+5
Etoposide+17AAG+6
17AAG+17AAG+6
Etoposide+AUY922+1
17AAG+AUY922+1
Etoposide+AUY922+2
17AAG+AUY922+2
Etoposide+AUY922+3
17AAG+AUY922+3
Etoposide+AUY922+4
17AAG+AUY922+4
Etoposide+AUY922+5
17AAG+AUY922+5
Etoposide+AUY922+6
17AAG+AUY922+6
Paclitaxel+17AAG+1
MG132+17AAG+1
Paclitaxel+17AAG+2
MG132+17AAG+2
Paclitaxel+17AAG+3
MG132+17AAG+3
Paclitaxel+17AAG+4
MG132+17AAG+4
Paclitaxel+17AAG+5
MG132+17AAG+5
Paclitaxel+17AAG+6
MG132+17AAG+6
Paclitaxel+AUY922+1
MG132+AUY922+1
Paclitaxel+AUY922+2
MG132+AUY922+2
Paclitaxel+AUY922+3
MG132+AUY922+3
Paclitaxel+AUY922+4
MG132+AUY922+4
Paclitaxel+AUY922+5
MG132+AUY922+5
Paclitaxel+AUY922+6
MG132+AUY922+6
SAHA+17AAG+1
Apicidin+17AAG+1
SAHA+17AAG+2
Apicidin+17AAG+2
SAHA+17AAG+3
Apicidin+17AAG+3
SAHA+17AAG+4
Apicidin+17AAG+4
SAHA+17AAG+5
Apicidin+17AAG+5
SAHA+17AAG+6
Apicidin+17AAG+6
SAHA+AUY922+1
Apicidin+AUY922+1
SAHA+AUY922+2
Apicidin+AUY922+2
SAHA+AUY922+3
Apicidin+AUY922+3
SAHA+AUY922+4
Apicidin+AUY922+4
SAHA+AUY922+5
Apicidin+AUY922+5
SAHA+AUY922+6
Apicidin+AUY922+6
Gemcitabine+17AAG+1
AUY922+17AAG+1
Gemcitabine+17AAG+2
AUY922+17AAG+2
Gemcitabine+17AAG+3
AUY922+17AAG+3
Gemcitabine+17AAG+4
AUY922+17AAG+4
Gemcitabine+17AAG+5
AUY922+17AAG+5
Gemcitabine+17AAG+6
AUY922+17AAG+6
Gemcitabine+AUY922+1
AUY922+AUY922+1
Gemcitabine+AUY922+2
AUY922+AUY922+2
Gemcitabine+AUY922+3
AUY922+AUY922+3
Gemcitabine+AUY922+4
AUY922+AUY922+4
Gemcitabine+AUY922+5
AUY922+AUY922+5
Gemcitabine+AUY922+6
AUY922+AUY922+6
Vinblastine+17AAG+1
PS341+17AAG+1
Vinblastine+17AAG+2
PS341+17AAG+2
Vinblastine+17AAG+3
PS341+17AAG+3
Vinblastine+17AAG+4
PS341+17AAG+4
Vinblastine+17AAG+5
PS341+17AAG+5
Vinblastine+17AAG+6
PS341+17AAG+6
Vinblastine+AUY922+1
PS341+AUY922+1
Vinblastine+AUY922+2
PS341+AUY922+2
Vinblastine+AUY922+3
PS341+AUY922+3
Vinblastine+AUY922+4
PS341+AUY922+4
Vinblastine+AUY922+5
PS341+AUY922+5
Vinblastine+AUY922+6
PS341+AUY922+6
Etoposide+MG132+1
17AAG+MG132+1
Etoposide+MG132+2
17AAG+MG132+2
Etoposide+MG132+3
17AAG+MG132+3
Etoposide+MG132+4
17AAG+MG132+4
Etoposide+MG132+5
17AAG+MG132+5
Etoposide+MG132+6
17AAG+MG132+6
Etoposide+PS341+1
17AAG+PS341+1
Etoposide+PS341+2
17AAG+PS341+2
Etoposide+PS341+3
17AAG+PS341+3
Etoposide+PS341+4
17AAG+PS341+4
Etoposide+PS341+5
17AAG+PS341+5
Etoposide+PS341+6
17AAG+PS341+6
Paclitaxel+MG132+1
MG132+MG132+1
Paclitaxel+MG132+2
MG132+MG132+2
Paclitaxel+MG132+3
MG132+MG132+3
Paclitaxel+MG132+4
MG132+MG132+4
Paclitaxel+MG132+5
MG132+MG132+5
Paclitaxel+MG132+6
MG132+MG132+6
Paclitaxel+PS341+1
MG132+PS341+1
Paclitaxel+PS341+2
MG132+PS341+2
Paclitaxel+PS341+3
MG132+PS341+3
Paclitaxel+PS341+4
MG132+PS341+4
Paclitaxel+PS341+5
MG132+PS341+5
Paclitaxel+PS341+6
MG132+PS341+6
SAHA+MG132+1
Apicidin+MG132+1
SAHA+MG132+2
Apicidin+MG132+2
SAHA+MG132+3
Apicidin+MG132+3
SAHA+MG132+4
Apicidin+MG132+4
SAHA+MG132+5
Apicidin+MG132+5
SAHA+MG132+6
Apicidin+MG132+6
SAHA+PS341+1
Apicidin+PS341+1
SAHA+PS341+2
Apicidin+PS341+2
SAHA+PS341+3
Apicidin+PS341+3
SAHA+PS341+4
Apicidin+PS341+4
SAHA+PS341+5
Apicidin+PS341+5
SAHA+PS341+6
Apicidin+PS341+6
Gemcitabine+MG132+1
AUY922+MG132+1
Gemcitabine+MG132+2
AUY922+MG132+2
Gemcitabine+MG132+3
AUY922+MG132+3
Gemcitabine+MG132+4
AUY922+MG132+4
Gemcitabine+MG132+5
AUY922+MG132+5
Gemcitabine+MG132+6
AUY922+MG132+6
Gemcitabine+PS341+1
AUY922+PS341+1
Gemcitabine+PS341+2
AUY922+PS341+2
Gemcitabine+PS341+3
AUY922+PS341+3
Gemcitabine+PS341+4
AUY922+PS341+4
Gemcitabine+PS341+5
AUY922+PS341+5
Gemcitabine+PS341+6
AUY922+PS341+6
Vinblastine+MG132+1
PS341+MG132+1
Vinblastine+MG132+2
PS341+MG132+2
Vinblastine+MG132+3
PS341+MG132+3
Vinblastine+MG132+4
PS341+MG132+4
Vinblastine+MG132+5
PS341+MG132+5
Vinblastine+MG132+6
PS341+MG132+6
Vinblastine+PS341+1
PS341+PS341+1
Vinblastine+PS341+2
PS341+PS341+2
Vinblastine+PS341+3
PS341+PS341+3
Vinblastine+PS341+4
PS341+PS341+4
Vinblastine+PS341+5
PS341+PS341+5
Vinblastine+PS341+6
PS341+PS341+6
Etoposide+Apicidin+1
17AAG+Apicidin+1
Etoposide+Apicidin+2
17AAG+Apicidin+2
Etoposide+Apicidin+3
17AAG+Apicidin+3
Etoposide+Apicidin+4
17AAG+Apicidin+4
Etoposide+Apicidin+5
17AAG+Apicidin+5
Etoposide+Apicidin+6
17AAG+Apicidin+6
Etoposide+DMSO+1
17AAG+DMSO+1
Etoposide+DMSO+2
17AAG+DMSO+2
Etoposide+DMSO+3
17AAG+DMSO+3
Etoposide+DMSO+4
17AAG+DMSO+4
Etoposide+DMSO+5
17AAG+DMSO+5
Etoposide+DMSO+6
17AAG+DMSO+6
Paclitaxel+Apicidin+1
MG132+Apicidin+1
Paclitaxel+Apicidin+2
MG132+Apicidin+2
Paclitaxel+Apicidin+3
MG132+Apicidin+3
Paclitaxel+Apicidin+4
MG132+Apicidin+4
Paclitaxel+Apicidin+5
MG132+Apicidin+5
Paclitaxel+Apicidin+6
MG132+Apicidin+6
Paclitaxel+DMSO+1
MG132+DMSO+1
Paclitaxel+DMSO+2
MG132+DMSO+2
Paclitaxel+DMSO+3
MG132+DMSO+3
Paclitaxel+DMSO+4
MG132+DMSO+4
Paclitaxel+DMSO+5
MG132+DMSO+5
Paclitaxel+DMSO+6
MG132+DMSO+6
SAHA+Apicidin+1
Apicidin+Apicidin+1
SAHA+Apicidin+2
Apicidin+Apicidin+2
SAHA+Apicidin+3
Apicidin+Apicidin+3
SAHA+Apicidin+4
Apicidin+Apicidin+4
SAHA+Apicidin+5
Apicidin+Apicidin+5
SAHA+Apicidin+6
Apicidin+Apicidin+6
SAHA+DMSO+1
Apicidin+DMSO+1
SAHA+DMSO+2
Apicidin+DMSO+2
SAHA+DMSO+3
Apicidin+DMSO+3
SAHA+DMSO+4
Apicidin+DMSO+4
SAHA+DMSO+5
Apicidin+DMSO+5
SAHA+DMSO+6
Apicidin+DMSO+6
Gemcitabine+Apicidin+1
AUY922+Apicidin+1
Gemcitabine+Apicidin+2
AUY922+Apicidin+2
Gemcitabine+Apicidin+3
AUY922+Apicidin+3
Gemcitabine+Apicidin+4
AUY922+Apicidin+4
Gemcitabine+Apicidin+5
AUY922+Apicidin+5
Gemcitabine+Apicidin+6
AUY922+Apicidin+6
Gemcitabine+DMSO+1
AUY922+DMSO+1
Gemcitabine+DMSO+2
AUY922+DMSO+2
Gemcitabine+DMSO+3
AUY922+DMSO+3
Gemcitabine+DMSO+4
AUY922+DMSO+4
Gemcitabine+DMSO+5
AUY922+DMSO+5
Gemcitabine+DMSO+6
AUY922+DMSO+6
Vinblastine+Apicidin+1
PS341+Apicidin+1
Vinblastine+Apicidin+2
PS341+Apicidin+2
Vinblastine+Apicidin+3
PS341+Apicidin+3
Vinblastine+Apicidin+4
PS341+Apicidin+4
Vinblastine+Apicidin+5
PS341+Apicidin+5
Vinblastine+Apicidin+6
PS341+Apicidin+6
Vinblastine+DMSO+1
PS341+DMSO+1
Vinblastine+DMSO+2
PS341+DMSO+2
Vinblastine+DMSO+3
PS341+DMSO+3
Vinblastine+DMSO+4
PS341+DMSO+4
Vinblastine+DMSO+5
PS341+DMSO+5
Vinblastine+DMSO+6
PS341+DMSO+6
DMSO+DMSO+1
DMSO+DMSO+1
DMSO+DMSO+2
DMSO+DMSO+2
DMSO+DMSO+3
DMSO+DMSO+3
DMSO+DMSO+4
DMSO+DMSO+4
DMSO+DMSO+5
DMSO+DMSO+5
DMSO+DMSO+6
DMSO+DMSO+6
DMSO+DMSO+1
DMSO+DMSO+1
DMSO+DMSO+2
DMSO+DMSO+2
DMSO+DMSO+3
DMSO+DMSO+3
DMSO+DMSO+4
DMSO+DMSO+4
DMSO+DMSO+5
DMSO+DMSO+5
DMSO+DMSO+6
DMSO+DMSO+6
